grant_id,status,reinstated,org_name,org_state,award_type,nsf_total_budget,nsf_obligated,remaining_budget_impact,in_cruz_list,flagged_word_count,flagged_words_found,has_flagged_words
2320178,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,250000,257500,85833.33333333334,False,2,"['minority', 'underrepresented']",True
2323105,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,490438,391241,119741.4415204678,False,0,[],False
2323113,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,300000,116712.32876712328,False,1,['diverse'],True
2323343,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,332070,332070,236980.75,False,1,['diverse'],True
2324326,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1925614,1925614,1252324.05,False,4,"['diverse', 'emissions', 'decarbonization', 'energy transition']",True
2324943,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,520000,520000,202301.36986301368,False,0,[],False
2325121,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,673225,673225,243467.67123287672,False,2,"['diversity', 'underrepresented']",True
2325369,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,924503,210006,714497.0,False,0,[],False
2325840,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,402000,402000,156394.5205479452,False,4,"['diverse', 'diverse', 'underrepresented', 'underrepresented']",True
2326840,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1000001,1113265,320814.98,False,5,"['diverse', 'women', 'underrepresented', 'climate', 'climate']",True
2328974,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,945000,851752,442205.52,False,0,[],False
2329124,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,1957180,1858712,761423.4520547944,False,0,[],False
2329192,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,446250,446250,304564.68,False,0,[],False
2330831,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,600000,600000,267514.62,False,2,"['diversity', 'underrepresented']",True
2331033,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,234994,234994,7486.961973278521,False,0,[],False
2331842,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,536984,536984,313280.54000000004,False,7,"['diverse', 'inclusion', 'climate', 'climate', 'sustainable', 'sustainable', 'sustainable']",True
2331966,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,539999,539999,308254.81,False,3,"['bias', 'biased', 'discrimination']",True
2332555,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,400000,400000,375209.07,False,2,"['diverse', 'diverse']",True
2333587,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,600000,600000,304717.85383903794,False,0,[],False
2333935,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,600000,600000,333723.7,False,0,[],False
2333979,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,611942,523664,190416.7348678602,False,2,"['disabilities', 'disabilities']",True
2334027,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1200000,1200000,763743.1599999999,False,4,"['diverse', 'diverse', 'diversity', 'diversity']",True
2336013,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,220100,220100,153104.2961608775,False,0,[],False
2337423,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,730000,730000,487111.5173674589,False,0,[],False
2338237,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,944511,944511,891116.13,False,4,"['climate', 'climate', 'climate', 'climate']",True
2338623,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,637515,265122,552699.62,False,0,[],False
2339693,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,680000,528664,487364.38356164383,False,3,"['diverse', 'minority', 'emissions']",True
2339766,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,585544,225027,439238.2115068494,False,0,[],False
2339769,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,586614,245276,586614.0,False,5,"['bias', 'diverse', 'diverse', 'diverse', 'diversity']",True
2340942,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,598777,453914,533340.48,False,0,[],False
2341040,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,500000,350000,400273.9726027397,False,5,"['diverse', 'diverse', 'climate', 'climate', 'sustainable']",True
2342988,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,396832,259585,220542.82998171847,False,1,['climate'],True
2343297,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,968823,968823,553184.0700000001,False,1,['climate'],True
2343357,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,374800,374800,190330.23,False,0,[],False
2343997,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1099440,1099440,703178.35,False,0,[],False
2344955,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,850000,850000,846915.85,False,0,[],False
2345571,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,600000,600000,491404.05,False,0,[],False
2345816,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,550000,550000,199578.48,False,0,[],False
2346267,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,1500000,1500000,1054579.82,False,2,"['diverse', 'sustainable']",True
2347850,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,753374,244222,559660.61,False,0,[],False
2348113,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,341290,116362,251365.04149377593,False,1,['diverse'],True
2348633,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,421000,421000,268993.60146252287,False,0,[],False
2348640,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,281740,121705.03,False,1,['diversity'],True
2349315,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,575000,630000,564878.02,False,3,"['diverse', 'diversity', 'underrepresented']",True
2349618,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,321665,321665,218415.0,False,1,['diversity'],True
2400140,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,419448,419448,407959.95,False,0,[],False
2400314,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,800000,800000,464779.02,False,1,['diverse'],True
2400337,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,369924,268426,285550.92328767123,False,0,[],False
2401080,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1000000,1000000,800547.9452054794,False,2,"['climate', 'decarbonization']",True
2401393,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,539953,539953,539953.0,False,1,['diverse'],True
2402543,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,946895,946895,710819.8082191781,False,1,['diverse'],True
2402958,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,950000,750000,856680.25,False,0,[],False
2403254,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,599999,274088,475478.6595890411,False,2,"['diverse', 'diverse']",True
2403400,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,600000,474000,475479.4520547945,False,1,['underrepresented'],True
2403558,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,195118,65040,194755.54,False,0,[],False
2403592,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,510000,510000,361541.09589041094,False,1,['diverse'],True
2404202,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,520000,520000,394141.09,False,1,['diverse'],True
2404470,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,514000,514000,328414.99085923214,False,1,['underrepresented'],True
2404970,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,473998,473998,356656.51,False,1,['climate'],True
2405476,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,597224,597224,431813.6965265082,False,0,[],False
2407006,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,540000,313202,436748.73,False,0,[],False
2407277,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,496041,496041,420500.49,False,2,"['diverse', 'underrepresented']",True
2407484,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,186929,186929,114310.32998171846,False,2,"['climate', 'climate']",True
2408493,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,461224,461224,407510.09,False,0,[],False
2409276,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1800000,1800000,1800000.0,False,8,"['advocacy', 'diverse', 'equitable', 'excluded', 'climate', 'climate', 'climate', 'climate']",True
2409284,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,514702,585274,540448.9,False,1,['diverse'],True
2409941,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,900000,900000,679364.25,False,0,[],False
2410899,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,231362,74296,231362.0,False,0,[],False
2411153,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,330000,330000,330000.0,False,2,"['bias', 'diverse']",True
2413062,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,987566,987566,916695.15,False,0,[],False
2413248,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,139999,139999,97385.04478976234,False,2,"['equity', 'equity']",True
2413969,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,715774,715774,650805.9,False,1,['underrepresented'],True
2414382,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,926511,926511,867194.0,False,1,['diverse'],True
2414576,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,1389411,1389411,1056059.66,False,5,"['climate', 'climate', 'climate', 'climate', 'climate']",True
2415226,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,200000,150000,159263.11,False,0,[],False
2416599,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,304007,304007,300704.65,False,2,"['minority', 'climate']",True
2418938,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,399674,399674,278018.2029250457,False,0,[],False
2419464,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,778024,778024,541203.1663619744,False,1,['diverse'],True
2420710,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,271096,271096,105467.48493150686,False,1,['female'],True
2421382,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,567113,556172,283556.5,False,0,[],False
2425161,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,10000,10000,0.5300000000006548,False,0,[],False
2425350,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,300000,300000.0,False,0,[],False
2425858,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,300000,150205.76131687243,False,0,[],False
2426162,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,281385,281385,281385.0,False,1,['barriers'],True
2426363,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,500000,206457,188911.70431211495,False,2,"['female', 'underrepresented']",True
2427172,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,389999,389999,281982.823583181,False,3,"['diverse', 'women', 'minorities']",True
2427558,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,180000,180000,125210.23765996344,False,0,[],False
2431137,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,353992,353992,308801.5319148936,False,0,[],False
2436343,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,569051,569051,411443.6389396709,False,1,['diverse'],True
2436358,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,50000,50000,4258.241758241755,False,1,['barrier'],True
2436722,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,376781,376781,304111.17276051186,False,4,"['women', 'inclusion', 'underrepresented', 'underrepresented']",True
2437344,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,371172,272400,334297.04,False,0,[],False
2438025,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,442478,442478,202726.54595336076,False,3,"['diverse', 'underserved', 'underrepresented']",True
2439755,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,25000,25000,164.54999999999927,False,0,[],False
2440163,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,400000,400000,286756.11,False,0,[],False
2442522,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,770945,152033,770945.0,False,1,['emissions'],True
2444526,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,39375,39375,29652.777777777777,False,0,[],False
2446260,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,17174,17174,17174.0,False,0,[],False
2452346,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,300000,300000.0,False,0,[],False
2452553,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,50000,50000,50000.0,False,0,[],False
2452649,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,300000,300000.0,False,1,['diverse'],True
2453395,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,630000,630000,630000.0,False,0,[],False
2453970,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,539134,539134,539134.0,False,0,[],False
2501451,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,50000,50000,33379.12087912088,False,0,[],False
2502332,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,839500,839500,816500.0,False,0,[],False
2502740,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,135000,135000,135000.0,False,0,[],False
2505876,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,300000,300000,300000.0,False,0,[],False
2506216,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,50000,50000,50000.0,False,0,[],False
2510949,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,200000,200000,200000.0,False,0,[],False
2512091,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,350026,350026,350026.0,False,4,"['sustainable', 'sustainable', 'sustainable', 'sustainable']",True
2514382,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,17000,17000,8593.406593406593,False,0,[],False
2516857,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,625000,144670,605330.0,False,4,"['diverse', 'inclusive', 'underrepresented', 'trans']",True
2524616,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,20000,20000,20000.0,False,0,[],False
2525377,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,137592,137592,83341.44,False,2,"['emissions', 'emissions']",True
2526488,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,50000,50000,33379.12087912088,False,0,[],False
2528517,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,575000,331854,398413.7055837563,False,5,"['diversity', 'minorities', 'underrepresented', 'sustainable', 'sustainable']",True
2528522,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,500290,173918,497973.06,False,0,[],False
2531008,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,798840,798840,798840.0,False,0,[],False
2204559,❌ Terminated,False,"Georgia State University Research Foundation, Inc.",GA,Standard Grant,1000000,1000000,311174.06999999995,False,24,"['barriers', 'barriers', 'bias', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'equitable', 'equitable', 'equity', 'equity', 'equity', 'women', 'women', 'women', 'gender', 'inclusion', 'minority', 'minority', 'social justice', 'underrepresented', 'climate']",True
2300608,❌ Terminated,False,American Physical Society,MD,Standard Grant,925207,925207,0.0,False,12,"['equitable', 'equitable', 'equity', 'women', 'women', 'women', 'women', 'inclusion', 'inclusive', 'inclusive', 'inclusive', 'inclusive']",True
2000713,🔄 Possibly Reinstated,True,Northeastern University,MA,Continuing Grant,1434260,1632421,1632421.0,False,9,"['diversity', 'equitable', 'equity', 'equity', 'equity', 'equity', 'gender', 'gender', 'gender']",True
2022981,🔄 Possibly Reinstated,True,Bowie State University,MD,Standard Grant,1000002,1000002,0.0,False,7,"['diversity', 'women', 'women', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
2040378,🔄 Possibly Reinstated,True,Harvard University,MA,Continuing Grant,336000,336000,0.0,False,0,[],False
2136375,🔄 Possibly Reinstated,True,George Mason University,VA,Standard Grant,298713,298713,12135.78999999998,False,27,"['barriers', 'barriers', 'barriers', 'diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'women', 'gender', 'gender', 'gender', 'inclusive', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'climate', 'climate']",True
1231319,❌ Terminated,False,Harvard University,MA,Cooperative Agreement,19971962,44434392,31800974.32,False,2,"['diverse', 'diversity']",True
1661201,❌ Terminated,False,Purdue University,IN,Continuing Grant,555089,555089,512638.42,False,5,"['bias', 'bias', 'inclusive', 'marginalized', 'climate']",True
1712692,❌ Terminated,False,Auburn University,AL,Continuing Grant,4999995,4999995,0.0,False,6,"['minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1723165,❌ Terminated,False,Texas A&M University Corpus Christi,TX,Continuing Grant,516072,614061,397981.02,False,8,"['female', 'women', 'minorities', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1723209,❌ Terminated,False,CUNY City College,NY,Continuing Grant,2315184,2315184,0.0,False,2,"['minority', 'underrepresented']",True
1723245,❌ Terminated,False,University of Texas at El Paso,TX,Continuing Grant,1137520,1262377,710273.56,False,2,"['minority', 'underrepresented']",True
1736019,❌ Terminated,False,University of Puerto Rico Medical Sciences Campus,PR,Continuing Grant,5000000,5100000,3006602.35,False,4,"['diverse', 'minority', 'underrepresented', 'underrepresented']",True
1743117,🔄 Possibly Reinstated,True,University of California-Santa Cruz,CA,Standard Grant,850000,1420207,49106.780896953074,False,5,"['women', 'inclusive', 'inclusive', 'underrepresented', 'underrepresented']",True
1761287,❌ Terminated,False,Xavier University of Louisiana,LA,Standard Grant,844448,1013337,0.0,False,18,"['barriers', 'barriers', 'barriers', 'diverse', 'diversity', 'diversity', 'equitable', 'equity', 'equity', 'equity', 'female', 'female', 'gender', 'inclusion', 'inclusive', 'marginalized', 'climate', 'climate']",True
1817314,❌ Terminated,False,"OHIO STATE UNIVERSITY, THE",OH,Continuing Grant,4500000,4695442,2232084.65,False,10,"['barrier', 'diverse', 'diverse', 'diverse', 'diversify', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1817519,🔄 Possibly Reinstated,True,Columbus State University,GA,Continuing Grant,3000000,3000000,118544.60093896696,False,6,"['diversifying', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1817537,❌ Terminated,False,Kansas State University,KS,Continuing Grant,3000000,2999999,1401186.35,False,9,"['culturally appropriate', 'diverse', 'diverse', 'diversify', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1820536,❌ Terminated,False,North Carolina State University,NC,Continuing Grant,779232,930081,390497.15,False,7,"['barriers', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'climate']",True
1820538,❌ Terminated,False,North Carolina Agricultural & Technical State University,NC,Continuing Grant,761280,761280,565526.05,False,7,"['barriers', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'climate']",True
1820582,❌ Terminated,False,University of North Carolina at Charlotte,NC,Continuing Grant,663163,992789,0.0,False,7,"['barriers', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'climate']",True
1820875,🔄 Possibly Reinstated,True,University of California - Merced,CA,Continuing Grant,621039,621039,24540.273474178393,False,7,"['diverse', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1820876,🔄 Possibly Reinstated,True,California State University-Fresno Foundation,CA,Continuing Grant,166586,278029,137832.62,False,7,"['diverse', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1820886,🔄 Possibly Reinstated,True,University of California-Santa Barbara,CA,Continuing Grant,1264017,1264017,777711.3200000001,False,7,"['diverse', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1820895,🔄 Possibly Reinstated,True,California State University Channel Islands,CA,Continuing Grant,240055,528260,20874.12363067293,False,7,"['diverse', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1820971,❌ Terminated,False,Salisbury University,MD,Standard Grant,150291,317879,144678.28,False,16,"['diversity', 'equity', 'equity', 'ethnicity', 'women', 'women', 'gender', 'gender', 'gender', 'gender', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented', 'sustainable']",True
1820975,❌ Terminated,False,"University of Maryland, College Park",MD,Continuing Grant,697013,812798,0.0,False,16,"['diversity', 'equity', 'equity', 'ethnicity', 'women', 'women', 'gender', 'gender', 'gender', 'gender', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented', 'sustainable']",True
1820984,❌ Terminated,False,University of Maryland Baltimore County,MD,Continuing Grant,1294170,1512798,696290.77,False,16,"['diversity', 'equity', 'equity', 'ethnicity', 'women', 'women', 'gender', 'gender', 'gender', 'gender', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented', 'sustainable']",True
1821298,❌ Terminated,False,Georgia Tech Applied Research Corporation,GA,Continuing Grant,936697,936697,540591.6,False,5,"['inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1821510,❌ Terminated,False,Trustees of Boston University,MA,Continuing Grant,358744,419925,0.0,False,8,"['diverse', 'diverse', 'women', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'underrepresented']",True
1821684,❌ Terminated,False,Northwestern University,IL,Continuing Grant,1378170,1378170,720834.43,False,8,"['diverse', 'diverse', 'women', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'underrepresented']",True
1824015,❌ Terminated,False,Virginia Commonwealth University,VA,Cooperative Agreement,2999676,2999676,1637990.15,False,19,"['barriers', 'barriers', 'barriers', 'barriers', 'barriers', 'diverse', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'women', 'gender', 'gender', 'minority', 'underrepresented', 'climate', 'climate']",True
1824260,❌ Terminated,False,Arizona State University,AZ,Cooperative Agreement,2999743,2999743,1541872.65,False,18,"['barriers', 'barriers', 'barriers', 'disability', 'diverse', 'diversity', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'ethnicity', 'gender', 'gender', 'gender', 'climate']",True
1826738,❌ Terminated,False,Louisiana State University,LA,Continuing Grant,629245,629245,0.0,False,5,"['diverse', 'inclusive', 'inclusive', 'minority', 'underrepresented']",True
1826745,❌ Terminated,False,University of Texas at El Paso,TX,Continuing Grant,4000000,4796618,0.0,False,6,"['diversify', 'diversify', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1826763,❌ Terminated,False,University of Kentucky Research Foundation,KY,Continuing Grant,3500000,3500000,0.0,False,6,"['diversifying', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1826826,❌ Terminated,False,Louisiana State University,LA,Continuing Grant,2499999,2499999,1063692.17,False,10,"['diverse', 'diversifying', 'inclusive', 'minority', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1826954,❌ Terminated,False,Tennessee State University,TN,Continuing Grant,2549230,2549230,0.0,False,10,"['diversifying', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
1834516,❌ Terminated,False,Rochester Institute of Tech,NY,Cooperative Agreement,873349,870298,411081.28,False,15,"['diverse', 'equity', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
1834518,❌ Terminated,False,Association of Public and Land-Grant Universities,DC,Cooperative Agreement,3508885,5758764,2731433.79,False,17,"['diverse', 'diverse', 'diverse', 'diverse', 'diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minority', 'underrepresented', 'underrepresented', 'sustainable']",True
1834540,❌ Terminated,False,American Physical Society,MD,Cooperative Agreement,5564565,6752304,2746312.49,False,15,"['diverse', 'equity', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
1834545,❌ Terminated,False,American Chemical Society (ACS),DC,Cooperative Agreement,2355774,2355774,1094029.95,False,15,"['diverse', 'equity', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
1839870,❌ Terminated,False,Harvard University,MA,Standard Grant,400000,450000,339282.54,False,1,['women'],True
1841403,❌ Terminated,False,Harvard University,MA,Continuing Grant,500000,596000,225117.89,False,0,[],False
1841687,❌ Terminated,False,American Association for the Advancement of Science,DC,Standard Grant,1899743,3701729,2977742.54,False,19,"['diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'women', 'gender', 'inclusion', 'inclusion', 'inclusion', 'inclusive', 'underserved']",True
1856215,❌ Terminated,False,Harvard University,MA,Continuing Grant,201125,201124,0.0,False,1,['sustainable'],True
1901031,❌ Terminated,False,Oregon State University,OR,Continuing Grant,870773,1006773,0.0,False,22,"['bias', 'bias', 'bias', 'diverse', 'diverse', 'diversity', 'women', 'women', 'women', 'women', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'inclusive', 'inclusive', 'inclusive', 'underrepresented']",True
1906595,❌ Terminated,False,Exploratorium,CA,Continuing Grant,2821709,2821709,0.0,False,2,"['inclusion', 'inclusive']",True
1907398,❌ Terminated,False,Harvard University,MA,Continuing Grant,575784,674805,292343.38,False,1,['diverse'],True
1909824,❌ Terminated,False,Rutgers University Newark,NJ,Continuing Grant,4000000,4778600,0.0,False,10,"['diverse', 'diverse', 'diverse', 'diversify', 'inclusive', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
1911251,❌ Terminated,False,University of Arkansas at Pine Bluff,AR,Continuing Grant,4000000,3970549,0.0,False,8,"['diversifying', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'underrepresented']",True
1911271,❌ Terminated,False,Elmhurst University,IL,Continuing Grant,1748109,1748109,369640.0500000001,False,13,"['diversifying', 'inclusive', 'minorities', 'minorities', 'minority', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
